Count of Victims,Age Group,Sex,Method of Killing,Domestic Abuse,Recorded Date,Homicide Offence Type,Solved Status,Borough,Officer Observed Ethnicity
1,45 to 54,Male,Other Method of Killing,No,May 2004,Manslaughter,Solved,Waltham Forest,Asian
1,35 to 44,Female,Knife or Sharp Implement,Yes,May 2004,Murder,Solved,Waltham Forest,Black
1,35 to 44,Male,Knife or Sharp Implement,No,May 2004,Murder,Solved,Hammersmith & Fulham,Black
1,35 to 44,Female,Not known/Not Recorded,Yes,Jun 2004,Murder,Solved,Kingston Upon Thames,Asian
1,0 to 12,Male,Other Method of Killing,No,Jun 2004,Murder,Unsolved,Kingston Upon Thames,Other
1,20 to 24,Male,Shooting,No,Jun 2004,Murder,Solved,Lambeth,Black
1,25 to 34,Male,Shooting,No,Jun 2004,Murder,Solved,Lambeth,Black
1,0 to 12,Male,Other Method of Killing,No,Jun 2004,Murder,Solved,Brent,Black
1,45 to 54,Male,Other Method of Killing,No,Jun 2004,Murder,Solved,Ealing,White
1,45 to 54,Male,Knife or Sharp Implement,No,Jun 2004,Murder,Solved,Southwark,White
1,25 to 34,Female,Knife or Sharp Implement,No,Jun 2004,Murder,Solved,Southwark,Black
1,0 to 12,Male,Other Method of Killing,No,Jun 2004,Murder,Unsolved,Lewisham,Black
1,65 and over,Male,Blunt Implement,Yes,Jun 2004,Murder,Solved,Tower Hamlets,White
1,45 to 54,Male,Knife or Sharp Implement,No,Jun 2004,Murder,Solved,Hackney,White
1,20 to 24,Female,Other Method of Killing,No,Jun 2004,Murder,Solved,Barking & Dagenham,White
1,25 to 34,Male,Knife or Sharp Implement,No,Jun 2004,Murder,Solved,Newham,Black
1,20 to 24,Male,Blunt Implement,No,Jun 2004,Murder,Solved,Newham,Asian
1,20 to 24,Male,Shooting,No,Jun 2004,Murder,Solved,Kensington & Chelsea,Black
1,20 to 24,Female,Knife or Sharp Implement,Yes,Jun 2004,Murder,Solved,Westminster,White
1,13 to 19,Male,Knife or Sharp Implement,No,Jun 2004,Murder,Solved,Hammersmith & Fulham,Black
1,20 to 24,Male,Knife or Sharp Implement,No,Jul 2004,Murder,Solved,Brent,Black
1,25 to 34,Male,Shooting,No,Jul 2004,Murder,Solved,Southwark,Black
1,13 to 19,Male,Knife or Sharp Implement,No,Jul 2004,Murder,Solved,Lewisham,White
1,45 to 54,Female,Knife or Sharp Implement,Yes,Jul 2004,Murder,Solved,Greenwich,White
1,20 to 24,Male,Knife or Sharp Implement,Yes,Jul 2004,Murder,Solved,Greenwich,White
1,55 to 64,Male,Knife or Sharp Implement,No,Jul 2004,Murder,Solved,Greenwich,White
1,25 to 34,Male,Knife or Sharp Implement,Yes,Jul 2004,Murder,Solved,Bexley,White
1,35 to 44,Male,Knife or Sharp Implement,No,Jul 2004,Murder,Solved,Hackney,White
1,20 to 24,Male,Shooting,No,Jul 2004,Murder,Solved,Barking & Dagenham,Black
1,25 to 34,Male,Other Method of Killing,Yes,Jul 2004,Murder,Solved,Barking & Dagenham,White
1,65 and over,Male,Other Method of Killing,No,Jul 2004,Manslaughter,Solved,Enfield,Black
1,20 to 24,Male,Shooting,No,Jul 2004,Murder,Solved,Newham,Black
1,20 to 24,Male,Knife or Sharp Implement,No,Jul 2004,Murder,Solved,Kensington & Chelsea,Black
1,25 to 34,Male,Not known/Not Recorded,No,Jul 2004,Murder,Solved,Kensington & Chelsea,Asian
1,13 to 19,Male,Knife or Sharp Implement,No,Aug 2004,Murder,Solved,Hounslow,Asian
1,20 to 24,Female,Blunt Implement,No,Aug 2004,Murder,Solved,Richmond Upon Thames,White
1,20 to 24,Male,Other Method of Killing,No,Aug 2004,Murder,Solved,Hillingdon,White
1,25 to 34,Male,Other Method of Killing,No,Aug 2004,Manslaughter,Unsolved,Brent,White
1,25 to 34,Male,Shooting,No,Aug 2004,Murder,Unsolved,Brent,Asian
1,25 to 34,Male,Shooting,No,Aug 2004,Murder,Solved,Brent,Black
1,13 to 19,Male,Knife or Sharp Implement,No,Aug 2004,Murder,Solved,Haringey,Black
1,25 to 34,Female,Blunt Implement,Yes,Aug 2004,Murder,Solved,Haringey,White
1,0 to 12,Male,Other Method of Killing,No,Aug 2004,Murder,Solved,Southwark,White
1,35 to 44,Female,"Physical Assault, no weapon",Yes,Aug 2004,Murder,Solved,Bromley,White
1,20 to 24,Female,Knife or Sharp Implement,No,Aug 2004,Murder,Solved,Greenwich,White
1,65 and over,Male,"Physical Assault, no weapon",Yes,Aug 2004,Murder,Solved,Croydon,Asian
1,25 to 34,Male,Knife or Sharp Implement,No,Aug 2004,Murder,Solved,Tower Hamlets,White
1,25 to 34,Male,Other Method of Killing,Yes,Aug 2004,Manslaughter,Solved,Waltham Forest,White
1,35 to 44,Female,Other Method of Killing,Yes,Aug 2004,Murder,Solved,Enfield,White
1,25 to 34,Male,Knife or Sharp Implement,No,Aug 2004,Murder,Unsolved,Enfield,White
1,25 to 34,Male,Other Method of Killing,No,Aug 2004,Manslaughter,Solved,Newham,Asian
1,20 to 24,Male,Knife or Sharp Implement,No,Aug 2004,Murder,Solved,Kensington & Chelsea,Black
1,45 to 54,Male,Knife or Sharp Implement,No,Sep 2004,Murder,Solved,Richmond Upon Thames,White
1,65 and over,Male,Knife or Sharp Implement,No,Sep 2004,Murder,Solved,Camden,White
1,65 and over,Female,Knife or Sharp Implement,No,Sep 2004,Murder,Solved,Camden,White
1,25 to 34,Male,Knife or Sharp Implement,No,Sep 2004,Murder,Solved,Islington,Other
1,45 to 54,Male,Knife or Sharp Implement,No,Sep 2004,Murder,Solved,Haringey,White
1,20 to 24,Male,Knife or Sharp Implement,No,Sep 2004,Murder,Solved,Lewisham,Black
1,25 to 34,Male,Knife or Sharp Implement,Yes,Sep 2004,Murder,Solved,Croydon,Black
1,65 and over,Male,Other Method of Killing,No,Sep 2004,Murder,Solved,Croydon,Asian
1,20 to 24,Male,Knife or Sharp Implement,No,Sep 2004,Murder,Solved,Croydon,White
1,20 to 24,Male,Other Method of Killing,No,Sep 2004,Murder,Solved,Croydon,White
1,25 to 34,Male,Blunt Implement,No,Sep 2004,Murder,Solved,Croydon,White
1,20 to 24,Male,Shooting,No,Sep 2004,Murder,Solved,Tower Hamlets,Black
1,35 to 44,Male,Blunt Implement,Yes,Sep 2004,Murder,Solved,Hackney,White
1,13 to 19,Male,Knife or Sharp Implement,No,Sep 2004,Murder,Solved,Hackney,Black
1,20 to 24,Male,Knife or Sharp Implement,No,Sep 2004,Murder,Solved,Hackney,White
1,55 to 64,Male,Knife or Sharp Implement,No,Sep 2004,Murder,Unsolved,Waltham Forest,White
1,25 to 34,Male,Blunt Implement,No,Sep 2004,Manslaughter,Solved,Hammersmith & Fulham,Other
1,45 to 54,Male,Knife or Sharp Implement,No,Oct 2004,Murder,Solved,Hounslow,White
1,35 to 44,Male,Other Method of Killing,No,Oct 2004,Murder,Solved,Lambeth,White
1,45 to 54,Female,Knife or Sharp Implement,Yes,Oct 2004,Murder,Solved,Ealing,Asian
1,20 to 24,Male,Blunt Implement,No,Oct 2004,Murder,Solved,Islington,Black
1,35 to 44,Male,Knife or Sharp Implement,No,Oct 2004,Murder,Solved,Southwark,White
1,25 to 34,Male,Knife or Sharp Implement,No,Oct 2004,Murder,Solved,Greenwich,Asian
1,35 to 44,Male,Shooting,No,Oct 2004,Murder,Solved,Croydon,Black
1,25 to 34,Male,Shooting,No,Oct 2004,Murder,Solved,Croydon,Black
1,13 to 19,Male,Knife or Sharp Implement,No,Oct 2004,Murder,Solved,Hackney,Black
1,65 and over,Female,Knife or Sharp Implement,Yes,Oct 2004,Murder,Solved,Hackney,White
1,35 to 44,Female,Knife or Sharp Implement,Yes,Oct 2004,Murder,Solved,Barking & Dagenham,Black
1,20 to 24,Female,"Physical Assault, no weapon",Yes,Oct 2004,Murder,Solved,Enfield,White
1,20 to 24,Male,Blunt Implement,No,Oct 2004,Murder,Solved,Newham,White
1,0 to 12,Female,Other Method of Killing,No,Oct 2004,Murder,Solved,Westminster,Asian
1,25 to 34,Male,Other Method of Killing,No,Oct 2004,Murder,Solved,Westminster,White
1,55 to 64,Female,Other Method of Killing,No,Oct 2004,Murder,Solved,Westminster,White
1,20 to 24,Male,Shooting,No,Nov 2004,Murder,Solved,Wandsworth,Black
1,45 to 54,Male,Shooting,No,Nov 2004,Murder,Solved,Lambeth,Black
1,35 to 44,Female,Knife or Sharp Implement,Yes,Nov 2004,Murder,Solved,Brent,Black
1,13 to 19,Female,Knife or Sharp Implement,Yes,Nov 2004,Murder,Solved,Brent,Black
1,0 to 12,Male,Knife or Sharp Implement,Yes,Nov 2004,Murder,Solved,Brent,Black
1,35 to 44,Male,Shooting,No,Nov 2004,Murder,Unsolved,Brent,Black
1,35 to 44,Male,Knife or Sharp Implement,No,Nov 2004,Murder,Solved,Brent,White
1,65 and over,Male,Other Method of Killing,No,Nov 2004,Murder,Solved,Barnet,White
1,45 to 54,Female,Other Method of Killing,No,Nov 2004,Murder,Solved,Ealing,White
1,45 to 54,Female,Knife or Sharp Implement,Yes,Nov 2004,Murder,Solved,Ealing,White
1,20 to 24,Male,Other Method of Killing,No,Nov 2004,Murder,Solved,Hackney,White
1,25 to 34,Male,Other Method of Killing,No,Nov 2004,Murder,Solved,Barking & Dagenham,White
1,35 to 44,Male,Knife or Sharp Implement,No,Dec 2004,Murder,Solved,Lambeth,Black
1,45 to 54,Male,Not known/Not Recorded,No,Dec 2004,Murder,Solved,Brent,White
1,65 and over,Male,Other Method of Killing,No,Dec 2004,Murder,Solved,Camden,White
1,35 to 44,Male,Knife or Sharp Implement,No,Dec 2004,Murder,Solved,Haringey,White
1,25 to 34,Male,Knife or Sharp Implement,No,Dec 2004,Murder,Solved,Haringey,White
1,0 to 12,Female,"Physical Assault, no weapon",No,Dec 2004,Murder,Solved,Bromley,White
1,20 to 24,Male,Shooting,No,Dec 2004,Murder,Unsolved,Croydon,Black
1,45 to 54,Male,Knife or Sharp Implement,Yes,Dec 2004,Murder,Solved,Tower Hamlets,White
1,25 to 34,Male,Not known/Not Recorded,No,Dec 2004,Murder,Unsolved,Enfield,Black
1,55 to 64,Male,Knife or Sharp Implement,No,Dec 2004,Murder,Solved,Enfield,White
1,55 to 64,Male,Knife or Sharp Implement,No,Dec 2004,Murder,Solved,Enfield,White
1,25 to 34,Male,Other Method of Killing,Yes,Dec 2004,Murder,Solved,Newham,White
1,45 to 54,Male,Knife or Sharp Implement,No,Dec 2004,Murder,Solved,Kensington & Chelsea,White
1,35 to 44,Male,Knife or Sharp Implement,No,Dec 2004,Murder,Solved,Hammersmith & Fulham,Black
1,25 to 34,Male,Knife or Sharp Implement,No,Jan 2005,Murder,Solved,Richmond Upon Thames,White
1,65 and over,Female,Blunt Implement,Yes,Jan 2005,Murder,Solved,Lambeth,White
1,35 to 44,Male,Knife or Sharp Implement,No,Jan 2005,Murder,Unsolved,Brent,Asian
1,20 to 24,Male,Shooting,No,Jan 2005,Murder,Solved,Brent,Black
1,35 to 44,Male,Blunt Implement,No,Jan 2005,Murder,Solved,Barnet,White
1,25 to 34,Male,Knife or Sharp Implement,No,Jan 2005,Murder,Unsolved,Islington,Black
1,20 to 24,Male,Blunt Implement,No,Jan 2005,Murder,Solved,Haringey,White
1,20 to 24,Male,Blunt Implement,No,Jan 2005,Murder,Solved,Haringey,White
1,35 to 44,Male,Blunt Implement,No,Jan 2005,Murder,Unsolved,Southwark,Asian
1,35 to 44,Male,Knife or Sharp Implement,No,Jan 2005,Murder,Solved,Southwark,White
1,45 to 54,Male,Knife or Sharp Implement,No,Jan 2005,Murder,Solved,Croydon,White
1,45 to 54,Male,"Physical Assault, no weapon",No,Jan 2005,Murder,Solved,Redbridge,White
1,35 to 44,Male,Not known/Not Recorded,No,Jan 2005,Murder,Solved,Barking & Dagenham,White
1,13 to 19,Male,Other Method of Killing,No,Jan 2005,Murder,Solved,Barking & Dagenham,Black
1,35 to 44,Male,Other Method of Killing,No,Jan 2005,Manslaughter,Solved,Enfield,White
1,25 to 34,Male,Knife or Sharp Implement,No,Jan 2005,Murder,Solved,Enfield,White
1,45 to 54,Male,Other Method of Killing,No,Jan 2005,Murder,Solved,Newham,White
1,20 to 24,Male,Shooting,No,Jan 2005,Murder,Unsolved,Kensington & Chelsea,Black
1,45 to 54,Female,Other Method of Killing,Yes,Feb 2005,Manslaughter,Solved,Hounslow,Asian
1,20 to 24,Male,Knife or Sharp Implement,No,Feb 2005,Murder,Solved,Hounslow,White
1,20 to 24,Male,Knife or Sharp Implement,No,Feb 2005,Murder,Unsolved,Lambeth,Black
1,25 to 34,Female,Knife or Sharp Implement,Yes,Feb 2005,Murder,Solved,Lambeth,White
1,45 to 54,Male,Knife or Sharp Implement,No,Feb 2005,Murder,Solved,Brent,White
1,25 to 34,Male,Other Method of Killing,No,Feb 2005,Murder,Solved,Camden,White
1,25 to 34,Male,Shooting,No,Feb 2005,Murder,Solved,Ealing,White
1,45 to 54,Male,Blunt Implement,No,Feb 2005,Murder,Unsolved,Islington,White
1,35 to 44,Male,Other Method of Killing,Yes,Feb 2005,Murder,Solved,Islington,Asian
1,25 to 34,Female,Not known/Not Recorded,Yes,Feb 2005,Murder,Solved,Haringey,Asian
1,0 to 12,Female,Other Method of Killing,No,Feb 2005,Manslaughter,Solved,Southwark,Black
1,13 to 19,Male,Knife or Sharp Implement,No,Feb 2005,Murder,Solved,Greenwich,White
1,55 to 64,Female,Blunt Implement,Yes,Feb 2005,Murder,Solved,Redbridge,Asian
1,65 and over,Female,"Physical Assault, no weapon",Yes,Feb 2005,Murder,Solved,Enfield,White
1,25 to 34,Male,Other Method of Killing,No,Mar 2005,Murder,Solved,Wandsworth,White
1,0 to 12,Female,Knife or Sharp Implement,No,Mar 2005,Infanticide,Solved,Hounslow,Asian
1,45 to 54,Male,Knife or Sharp Implement,No,Mar 2005,Murder,Solved,Hounslow,White
1,20 to 24,Male,Shooting,No,Mar 2005,Murder,Unsolved,Brent,Black
1,25 to 34,Female,Knife or Sharp Implement,Yes,Mar 2005,Murder,Solved,Camden,Black
1,0 to 12,Female,Knife or Sharp Implement,Yes,Mar 2005,Murder,Solved,Camden,Black
1,65 and over,Male,Knife or Sharp Implement,No,Mar 2005,Murder,Solved,Camden,White
1,65 and over,Female,Knife or Sharp Implement,No,Mar 2005,Murder,Solved,Barnet,White
1,13 to 19,Male,Other Method of Killing,No,Mar 2005,Manslaughter,Solved,Barnet,Black
1,13 to 19,Male,Other Method of Killing,No,Mar 2005,Manslaughter,Solved,Barnet,Black
1,20 to 24,Male,Knife or Sharp Implement,No,Mar 2005,Murder,Solved,Southwark,White
1,25 to 34,Male,Shooting,No,Mar 2005,Murder,Solved,Lewisham,Black
1,55 to 64,Male,Knife or Sharp Implement,No,Mar 2005,Murder,Solved,Greenwich,White
1,25 to 34,Male,Blunt Implement,No,Mar 2005,Murder,Solved,Greenwich,White
1,20 to 24,Female,Knife or Sharp Implement,No,Mar 2005,Murder,Solved,Waltham Forest,Black
1,25 to 34,Male,Shooting,No,Mar 2005,Murder,Unsolved,Enfield,White
1,35 to 44,Female,Knife or Sharp Implement,Yes,Mar 2005,Murder,Solved,Newham,White
1,45 to 54,Male,Blunt Implement,No,Mar 2005,Murder,Solved,Kensington & Chelsea,White
1,35 to 44,Female,Knife or Sharp Implement,Yes,Apr 2005,Murder,Solved,Wandsworth,Black
1,20 to 24,Male,Knife or Sharp Implement,No,Apr 2005,Murder,Solved,Hounslow,Black
1,25 to 34,Female,Knife or Sharp Implement,Yes,Apr 2005,Murder,Solved,Richmond Upon Thames,Asian
1,35 to 44,Male,"Physical Assault, no weapon",No,Apr 2005,Murder,Solved,Camden,White
1,45 to 54,Male,Knife or Sharp Implement,No,Apr 2005,Murder,Solved,Barnet,White
1,25 to 34,Female,Knife or Sharp Implement,Yes,Apr 2005,Murder,Solved,Ealing,Asian
1,65 and over,Female,Other Method of Killing,Yes,Apr 2005,Manslaughter,Solved,Haringey,Black
1,55 to 64,Male,Knife or Sharp Implement,No,Apr 2005,Murder,Solved,Southwark,White
1,20 to 24,Male,Shooting,No,Apr 2005,Murder,Solved,Lewisham,Black
1,13 to 19,Male,Blunt Implement,No,Apr 2005,Murder,Solved,Croydon,Black
1,13 to 19,Female,Knife or Sharp Implement,No,Apr 2005,Murder,Solved,Redbridge,Black
1,45 to 54,Male,Knife or Sharp Implement,Yes,Apr 2005,Murder,Solved,Enfield,Black
1,35 to 44,Female,"Physical Assault, no weapon",Yes,Apr 2005,Murder,Solved,Kensington & Chelsea,Black
1,45 to 54,Female,Knife or Sharp Implement,Yes,Apr 2005,Murder,Solved,Kensington & Chelsea,Asian
1,25 to 34,Male,Knife or Sharp Implement,No,Apr 2005,Murder,Solved,Westminster,White
1,0 to 12,Female,Other Method of Killing,No,May 2005,Murder,Solved,Kingston Upon Thames,Black
1,13 to 19,Female,Knife or Sharp Implement,No,May 2005,Murder,Solved,Ealing,Asian
1,20 to 24,Male,Shooting,No,May 2005,Murder,Solved,Haringey,Black
1,25 to 34,Female,Knife or Sharp Implement,Yes,May 2005,Murder,Solved,Hackney,Asian
1,35 to 44,Female,Knife or Sharp Implement,Yes,May 2005,Murder,Solved,Waltham Forest,White
1,45 to 54,Male,Knife or Sharp Implement,Yes,May 2005,Murder,Solved,Newham,Black
1,45 to 54,Male,Knife or Sharp Implement,No,May 2005,Murder,Solved,Newham,White
1,20 to 24,Male,Other Method of Killing,No,May 2005,Murder,Solved,Westminster,Asian
1,13 to 19,Male,Shooting,No,Jun 2005,Murder,Solved,Brent,Black
1,20 to 24,Female,Other Method of Killing,Yes,Jun 2005,Murder,Solved,Harrow,White
1,65 and over,Male,Knife or Sharp Implement,No,Jun 2005,Murder,Solved,Camden,White
1,35 to 44,Male,Knife or Sharp Implement,No,Jun 2005,Murder,Solved,Lewisham,Asian
1,65 and over,Female,Other Method of Killing,No,Jun 2005,Murder,Solved,Bromley,White
1,35 to 44,Male,Shooting,No,Jun 2005,Murder,Unsolved,Bexley,White
1,55 to 64,Female,"Physical Assault, no weapon",No,Jun 2005,Murder,Solved,Redbridge,White
1,20 to 24,Male,Knife or Sharp Implement,No,Jun 2005,Murder,Solved,Redbridge,Asian
1,55 to 64,Male,Knife or Sharp Implement,No,Jun 2005,Murder,Solved,Barking & Dagenham,Asian
1,25 to 34,Male,Knife or Sharp Implement,No,Jun 2005,Murder,Solved,Barking & Dagenham,White
1,13 to 19,Female,Other Method of Killing,Yes,Jun 2005,Manslaughter,Solved,Newham,White
1,25 to 34,Male,Knife or Sharp Implement,No,Jun 2005,Murder,Solved,Newham,White
1,35 to 44,Female,Knife or Sharp Implement,Yes,Jun 2005,Murder,Solved,Hammersmith & Fulham,White
1,25 to 34,Male,Not known/Not Recorded,No,Jun 2005,Murder,Solved,Westminster,Black
1,0 to 12,Female,Other Method of Killing,No,Jul 2005,Manslaughter,Solved,Hounslow,White
1,55 to 64,Male,Other Method of Killing,No,Jul 2005,Murder,Solved,Lambeth,White
1,20 to 24,Male,Shooting,No,Jul 2005,Murder,Solved,Brent,Black
1,65 and over,Female,Blunt Implement,No,Jul 2005,Murder,Solved,Camden,White
1,25 to 34,Female,Other Method of Killing,No,Jul 2005,Murder,Solved,Camden,White
1,25 to 34,Female,Other Method of Killing,No,Jul 2005,Murder,Solved,Camden,Asian
1,45 to 54,Male,Other Method of Killing,No,Jul 2005,Murder,Solved,Camden,White
1,35 to 44,Female,Other Method of Killing,No,Jul 2005,Murder,Solved,Camden,Asian
1,25 to 34,Male,Other Method of Killing,No,Jul 2005,Murder,Solved,Camden,Black
1,25 to 34,Female,Other Method of Killing,No,Jul 2005,Murder,Solved,Camden,White
1,55 to 64,Male,Other Method of Killing,No,Jul 2005,Murder,Solved,Camden,White
1,20 to 24,Female,Other Method of Killing,No,Jul 2005,Murder,Solved,Camden,Asian
1,45 to 54,Female,Other Method of Killing,No,Jul 2005,Murder,Solved,Camden,Black
1,35 to 44,Female,Other Method of Killing,No,Jul 2005,Murder,Solved,Camden,White
1,25 to 34,Male,Other Method of Killing,No,Jul 2005,Murder,Solved,Camden,White
1,25 to 34,Male,Other Method of Killing,No,Jul 2005,Murder,Solved,Camden,Asian
1,25 to 34,Male,Other Method of Killing,No,Jul 2005,Murder,Solved,Camden,White
1,20 to 24,Male,Knife or Sharp Implement,No,Jul 2005,Murder,Solved,Barnet,Black
1,35 to 44,Male,Other Method of Killing,No,Jul 2005,Murder,Solved,Ealing,White
1,35 to 44,Male,Knife or Sharp Implement,No,Jul 2005,Murder,Solved,Ealing,White
1,13 to 19,Male,Knife or Sharp Implement,No,Jul 2005,Murder,Solved,Ealing,Black
1,25 to 34,Male,Knife or Sharp Implement,No,Jul 2005,Murder,Solved,Islington,White
1,13 to 19,Male,Knife or Sharp Implement,No,Jul 2005,Murder,Solved,Southwark,Black
1,20 to 24,Male,Shooting,No,Jul 2005,Murder,Unsolved,Lewisham,Black
1,45 to 54,Male,Other Method of Killing,No,Jul 2005,Murder,Solved,Lewisham,White
1,35 to 44,Male,Knife or Sharp Implement,Yes,Jul 2005,Murder,Solved,Hackney,Black
1,45 to 54,Male,Shooting,No,Jul 2005,Murder,Solved,Barking & Dagenham,White
1,25 to 34,Male,Knife or Sharp Implement,No,Jul 2005,Murder,Solved,Enfield,White
1,20 to 24,Male,Knife or Sharp Implement,No,Jul 2005,Murder,Solved,Newham,Black
1,20 to 24,Male,Knife or Sharp Implement,No,Jul 2005,Murder,Solved,Havering,White
1,35 to 44,Male,Other Method of Killing,No,Aug 2005,Murder,Solved,Kingston Upon Thames,White
1,20 to 24,Male,Knife or Sharp Implement,No,Aug 2005,Murder,Solved,Lambeth,Black
1,55 to 64,Male,Shooting,No,Aug 2005,Murder,Solved,Brent,Black
1,25 to 34,Female,Shooting,No,Aug 2005,Murder,Solved,Brent,Black
1,25 to 34,Female,Shooting,No,Aug 2005,Murder,Solved,Brent,Black
1,25 to 34,Male,Knife or Sharp Implement,No,Aug 2005,Murder,Solved,Brent,White
1,25 to 34,Male,Knife or Sharp Implement,No,Aug 2005,Murder,Solved,Harrow,Black
1,35 to 44,Male,Knife or Sharp Implement,No,Aug 2005,Murder,Solved,Barnet,White
1,35 to 44,Male,Other Method of Killing,No,Aug 2005,Murder,Solved,Ealing,White
1,35 to 44,Male,Knife or Sharp Implement,No,Aug 2005,Murder,Solved,Southwark,Black
1,25 to 34,Female,Shooting,No,Aug 2005,Murder,Solved,Southwark,Black
1,25 to 34,Female,"Physical Assault, no weapon",No,Aug 2005,Murder,Solved,Greenwich,Black
1,45 to 54,Male,Other Method of Killing,No,Aug 2005,Murder,Solved,Croydon,Other
1,25 to 34,Male,Shooting,No,Aug 2005,Murder,Solved,Redbridge,Black
1,35 to 44,Male,Knife or Sharp Implement,No,Aug 2005,Murder,Solved,Redbridge,White
1,25 to 34,Male,Knife or Sharp Implement,No,Aug 2005,Murder,Solved,Waltham Forest,Black
1,55 to 64,Male,Not known/Not Recorded,No,Aug 2005,Murder,Unsolved,Westminster,White
1,65 and over,Male,Knife or Sharp Implement,Yes,Sep 2005,Murder,Solved,Brent,White
1,25 to 34,Female,Not known/Not Recorded,Yes,Sep 2005,Murder,Solved,Southwark,Black
1,13 to 19,Female,Knife or Sharp Implement,No,Sep 2005,Murder,Solved,Southwark,Black
1,35 to 44,Female,Knife or Sharp Implement,Yes,Sep 2005,Murder,Solved,Lewisham,White
1,25 to 34,Male,Shooting,No,Sep 2005,Murder,Unsolved,Lewisham,Black
1,13 to 19,Female,Not known/Not Recorded,No,Sep 2005,Murder,Solved,Lewisham,Black
1,0 to 12,Male,Not known/Not Recorded,No,Sep 2005,Murder,Solved,Croydon,Black
1,13 to 19,Female,Knife or Sharp Implement,No,Sep 2005,Murder,Solved,Croydon,White
1,25 to 34,Male,Knife or Sharp Implement,No,Sep 2005,Murder,Unsolved,Bexley,Asian
1,13 to 19,Male,Knife or Sharp Implement,No,Sep 2005,Murder,Solved,Redbridge,Asian
1,25 to 34,Female,Blunt Implement,Yes,Sep 2005,Murder,Solved,Newham,Asian
1,20 to 24,Female,Shooting,Yes,Sep 2005,Murder,Solved,Kensington & Chelsea,White
